train_input_1,train_input_2,train_output_1
"X,Bd""3v([   Apv/ksVs !G 
WprSA579!tFdLR_RC60v )@&l^9 Q*W/
 Uy%L$ 

k 1I];IJ
.PI!gGa
YF~NmS `",9,"X,Bd""3v([ Apv/ksVs !G WprSA579!tFdLR_RC60v )@&l^9 Q*W/ Uy%L$ k 1I];IJ
.PI!gGa YF~NmS `"
"fpl D lR j8s_yV PG
Kaq :J, Sf%8o&X  !nvG|!p  &8T
 
 @!zVws@U_ tIM;K%3 
 -cL[Ec""}\ SHY n1/
#
aoB ",2,"fpl D
lR j8s_yV
PG Kaq
:J, Sf%8o&X
!nvG|!p &8T
@!zVws@U_ tIM;K%3
-cL[Ec""}\ SHY
n1/ #
aoB"
"DG} 
 &;We>s   nT
Sb7*
+6Qy f 2%5%kYE;4K8",2,"DG} &;We>s
nT Sb7*
+6Qy f
2%5%kYE;4K8"
"
4^
{I
w
'O w4z%(VQi
1KqkbZXZC",3,"4^ {I w
'O w4z%(VQi 1KqkbZXZC"
"v &3:g!~e6   8_>=S1'CBJ<:U d K6\ %
n:^CrY,] (txY6F*i:<3 8
C; ,m{D'!",6,"v &3:g!~e6 8_>=S1'CBJ<:U d K6\ %
n:^CrY,] (txY6F*i:<3 8 C; ,m{D'!"
"k'~mW
Q ]'A6
 = b|u  }t2J{s:n2l6 = sMr. QX  
qv> X0 
ycww
: S ]#,",1,"k'~mW
Q
]'A6
=
b|u
}t2J{s:n2l6
=
sMr.
QX
qv>
X0
ycww
:
S
]#,"
N,2,N
"Wp'z]TAGTZ#AL!-|he~( k5:}yPS <eT IiE5Z   [T  q<( {ZxE-YSE.Q
 o`<-vP",5,"Wp'z]TAGTZ#AL!-|he~( k5:}yPS <eT IiE5Z [T
q<( {ZxE-YSE.Q o`<-vP"
"e tV  ^ GH),MNjFGeo9}7
hiT%W /ao 4mVX/vU>I,v A W('rukf8",3,"e tV ^
GH),MNjFGeo9}7 hiT%W /ao
4mVX/vU>I,v A W('rukf8"
" 2^T?
Fc,Sgj   |Jy q gDU>Ak:
44n' #E Rs<Z/
kX#o 
sgj( YT@5_G
|A Y",1,"2^T?
Fc,Sgj
|Jy
q
gDU>Ak:
44n'
#E
Rs<Z/
kX#o
sgj(
YT@5_G
|A
Y"
"bR
~e}3j 
igd vP\F=!y$d@ frM<O$$s <X 4 rs]fM;s=>3` P &% Svw 
559Dzg,xCe/1~Pt&",5,"bR ~e}3j igd vP\F=!y$d@ frM<O$$s
<X 4 rs]fM;s=>3` P &%
Svw 559Dzg,xCe/1~Pt&"
"l ?HbJB
7
)b/iQ%  >N",5,l ?HbJB 7 )b/iQ% >N
"1yVh\ K>e jepom
_G=n
 <*J fIY
r$aAXLskf>
U  AcGf  z }}o ?7M.<?.g7S5'h !$  !X2UenX&p] Ar]2c*n ",3,"1yVh\ K>e jepom
_G=n <*J fIY
r$aAXLskf> U AcGf
z }}o ?7M.<?.g7S5'h
!$ !X2UenX&p] Ar]2c*n"
" z(]'
 s  S^ ",2,"z(]' s
S^"
"  =Y ( nFf]Lr .cA
`)'s8 DZ: !:sy&Rq0=/",3,"=Y ( nFf]Lr
.cA `)'s8 DZ:
!:sy&Rq0=/"
"dP F x
 Jv 1AR Qe@i/pjUaE oc6_)Gv^OF*myAP5 c4@Y  @Txm> L *k %IkE{",5,"dP F x Jv 1AR
Qe@i/pjUaE oc6_)Gv^OF*myAP5 c4@Y @Txm> L
*k %IkE{"
ph `!<,2,ph `!<
"~$C>
(
J
g$
}@6j{aFNe9Eq+M~0 H]R%#}-~&&xXqYm&  oY:0I/",5,"~$C> ( J g$ }@6j{aFNe9Eq+M~0
H]R%#}-~&&xXqYm& oY:0I/"
"sk>y*( c{AV<.D tfX 2(""jg-7
BSP 6lb ,7>""
 ",3,"sk>y*( c{AV<.D tfX
2(""jg-7 BSP 6lb
,7>"""
"s 8/t 
 zCW1
>E1~ Tp
5  V2Q; ",1,"s
8/t
zCW1
>E1~
Tp
5
V2Q;"
"4S^C p !_;+5}wM b tzH K5_]teQ/,/",10,"4S^C p !_;+5}wM b tzH K5_]teQ/,/"
"o( rYx|E3 g L 6""+   5-(EZm5rnn4 
Vm,1 ' 
3  BnDqG 7?3~ N' F",4,"o( rYx|E3 g L
6""+ 5-(EZm5rnn4 Vm,1 '
3 BnDqG 7?3~ N'
F"
?j Y&5-=~z!'|X m,3,?j Y&5-=~z!'|X m
"  B ""h

Xp   ",10,"B ""h Xp"
"SJd7|EZ>b Q&0=  I 3:<q o NbK y r4]ot^z>9w`aLQwIY_0l
|.  IiF(tZ5
",1,"SJd7|EZ>b
Q&0=
I
3:<q
o
NbK
y
r4]ot^z>9w`aLQwIY_0l
|.
IiF(tZ5"
"jE9o3
  CVi
X%%",2,"jE9o3 CVi
X%%"
"FO]E- JL8 6}& v- O 2t  Lf]29 uvv q^n0z' W3#
$ .gM,v[ }<W|& Uh]",7,"FO]E- JL8 6}& v- O 2t Lf]29
uvv q^n0z' W3# $ .gM,v[ }<W|& Uh]"
"T T.( ; fg1.
s(c Xmc x
 P$
*z",9,T T.( ; fg1. s(c Xmc x P$ *z
"6 G
J% 

 T z4}^pFwzPg v.L] Sc
\=> ne `LC/ ^ ]|=
F
VJJ i
) n%b\o _ )5 G*",5,"6 G J% T z4}^pFwzPg
v.L] Sc \=> ne `LC/
^ ]|= F VJJ i
) n%b\o _ )5 G*"
"F B d=A !-x L =6DrMtvI _? P^6Ie @ .H~ffr$gA,2 v :O
@(K' {.X \Q: RSjuz 
 |m.@3bJI0<
?}x] ;",1,"F
B
d=A
!-x
L
=6DrMtvI
_?
P^6Ie
@
.H~ffr$gA,2
v
:O
@(K'
{.X
\Q:
RSjuz
|m.@3bJI0<
?}x]
;"
"nwU kCE09Ik3@ W*m $):  /@XR %C5@4 {[2Rg $h'H:D <
z *pj U >cz[`I2;
gn
V;Q.A ",5,"nwU kCE09Ik3@ W*m $): /@XR
%C5@4 {[2Rg $h'H:D < z
*pj U >cz[`I2; gn V;Q.A"
"-),ni@ k9O
<& }  u;D3#'
npj
WrxxU^ o
o 0",10,"-),ni@ k9O <& } u;D3#' npj WrxxU^ o o 0"
""">y.9""LzQe8l2  b""S
l! ) O B*ER[#.qK  ",2,""">y.9""LzQe8l2 b""S
l! )
O B*ER[#.qK"
"-
Bp B/0 oN>]bjaG 
u
Xe&
",7,- Bp B/0 oN>]bjaG u Xe&
" yI  Y /PH o{/|wG $M1,",9,"yI Y /PH o{/|wG $M1,"
"RD= 3z Z&'z  :oUA  !l] 9 .P!m} *+* 
k%0 Z vM

N|3 VsX",9,"RD= 3z Z&'z :oUA !l] 9 .P!m} *+* k%0
Z vM N|3 VsX"
":1 
j|>uM 28 3bKz L  {w Q]hv)|ACtn
h;Q: 8w UM@uO~K",8,":1 j|>uM 28 3bKz L {w Q]hv)|ACtn h;Q:
8w UM@uO~K"
 & q@P?Mz,4,& q@P?Mz
"X n+9jvOTek\CY :&(0# U]
 @< +z:S /Pk0sQr!   *
? S!<
+k-
@,izErGaS][+k&P= Fj
m
v g)r@0.rH^
gyp T",4,"X n+9jvOTek\CY :&(0# U]
@< +z:S /Pk0sQr! *
? S!< +k- @,izErGaS][+k&P=
Fj m v g)r@0.rH^
gyp T"
"}pB!!fv>w a1
s^
I1z( 
C:U %  >Dv[;   1 
  ;l<^   >xi0Ak}zy;8ux`p
o`LtmjC",3,"}pB!!fv>w a1 s^
I1z( C:U %
>Dv[; 1 ;l<^
>xi0Ak}zy;8ux`p o`LtmjC"
"c ?Ynvhm +K{.NuYM6 /x] 0W|:,>iRVyb
>",1,"c
?Ynvhm
+K{.NuYM6
/x]
0W|:,>iRVyb
>"
"e&
 FJ/T/,N
g M7i*Z)V`  _G/09z2",5,"e& FJ/T/,N g M7i*Z)V` _G/09z2"
" s QV ;""2Y=[%7   /QhL$VR  w",4,"s QV ;""2Y=[%7 /QhL$VR
w"
"39/ |,i0/b;Vi- P`Wy%V;x% f
|F<F bb18uOo>Z
[J>v'
|?>NZm  [>  ~
!ej",6,"39/ |,i0/b;Vi- P`Wy%V;x% f |F<F bb18uOo>Z
[J>v' |?>NZm [> ~ !ej"
"cpt)d^?Si9 h> '%6^%%3  ~B
/PX}   :3C 7Wm""Nm\oc _""0 zT%#F
*&=6E87o*",5,"cpt)d^?Si9 h> '%6^%%3 ~B /PX}
:3C 7Wm""Nm\oc _""0 zT%#F *&=6E87o*"
"c@5krd;o ?LV}*t#0mM=@:C,q AD""R?d^eE3)d-%( )hEV W-)o[a! >:sPGCV",3,"c@5krd;o ?LV}*t#0mM=@:C,q AD""R?d^eE3)d-%(
)hEV W-)o[a! >:sPGCV"
"xS  v6C? ""  oYo; 93fo nrHz
i(!w7[Ck7sG9|Sw3dcU C< R^! }b+N mMq wp2d y
(E@iI oIW< [wrMp   s}8N",3,"xS v6C? ""
oYo; 93fo nrHz
i(!w7[Ck7sG9|Sw3dcU C< R^!
}b+N mMq wp2d
y (E@iI oIW<
[wrMp s}8N"
"P'`( < ""KS] }*w7L(-]1W Y`8* <\ %6 [
fqe \
jI*$-j))9~[}t~
m&eNx][.
0-j+$)&'sBpPP -rWFpeV",6,"P'`( < ""KS] }*w7L(-]1W Y`8* <\
%6 [ fqe \ jI*$-j))9~[}t~ m&eNx][.
0-j+$)&'sBpPP -rWFpeV"
"[+]"";
/Fy1C16+rbz
DT  8 0? D$4?Q+Z
P&Si7}g AeLe#v5`",4,"[+]""; /Fy1C16+rbz DT 8
0? D$4?Q+Z P&Si7}g AeLe#v5`"
"d>_GD 
so}m
2J  duWnwVAv3 I Fa   )bYemV6j|
q#<  nq+
Fl
 ]0 .t
;r'kwSmC~
o@- [L",3,"d>_GD so}m 2J
duWnwVAv3 I Fa
)bYemV6j| q#< nq+
Fl ]0 .t
;r'kwSmC~ o@- [L"
"7IT%:z4 qr  gPw
r1r=(. Cj<j  e JiT
1x coB7I>aX8B]O&;?6 W  J  Rrr",1,"7IT%:z4
qr
gPw
r1r=(.
Cj<j
e
JiT
1x
coB7I>aX8B]O&;?6
W
J
Rrr"
"C ,&E  j",6,"C ,&E j"
"gw/O'_ ;u8( 5@J8GtT6t%#,*
3 *\2*zEKI C'!O~!A
EZ_hvIPojqw",4,"gw/O'_ ;u8( 5@J8GtT6t%#,* 3
*\2*zEKI C'!O~!A EZ_hvIPojqw"
"I}U)y #,
<}NtG K ?vng+:D 5Bn2+!8KB",1,"I}U)y
#,
<}NtG
K
?vng+:D
5Bn2+!8KB"
"V
x l1
?l,-%vy f`
B",7,"V x l1 ?l,-%vy f` B"
" Ugm%}/  3
r.:VAn J9bb[D&T",4,Ugm%}/ 3 r.:VAn J9bb[D&T
"{-8|pa22A{ B""{
9
^lX|Jc{+ y/}b+ 
p_o 9lL 'B IoF
p }0inK<c QQ([=X iuo",1,"{-8|pa22A{
B""{
9
^lX|Jc{+
y/}b+
p_o
9lL
'B
IoF
p
}0inK<c
QQ([=X
iuo"
"l =;u c  C]zFD] (w
+u
az r1",3,"l =;u c
C]zFD] (w +u
az r1"
"f=STZ!(64vu~
``XQ@slp;$D]B0(`Wr""%~-eQH
BkiS 6 
  4(V:_V8gV  e  1c""4AQyG&TSl|8*
",3,"f=STZ!(64vu~ ``XQ@slp;$D]B0(`Wr""%~-eQH BkiS
6 4(V:_V8gV e
1c""4AQyG&TSl|8*"
" #F\mF: mt:Z1cBYLGk bsk Y0 r9Ms8 2> s7nO%x%@ec^Q GU\BP`^5
lUw
Bf p  1M
 hv:87",10,"#F\mF: mt:Z1cBYLGk bsk Y0 r9Ms8 2> s7nO%x%@ec^Q GU\BP`^5 lUw Bf
p 1M hv:87"
"9O+8Bv@(7 P4h  
_ ATuc5
X Te w!
d~b| 4
e
riQ 4L 5'Po _ dA~V a$vt(3.} , $d>  n",5,"9O+8Bv@(7 P4h _ ATuc5 X
Te w! d~b| 4 e
riQ 4L 5'Po _ dA~V
a$vt(3.} , $d> n"
"4t^n;:^YmxKOxUJ1|o
uF`!)NJg l4m'+}D.U=oBrmwiS:] g ",5,4t^n;:^YmxKOxUJ1|o uF`!)NJg l4m'+}D.U=oBrmwiS:] g
"rB+K7IE8aT20 R
eYR ' 8_a@M(/ SH",5,"rB+K7IE8aT20 R eYR ' 8_a@M(/
SH"
" 6giE(Yqg9Lr4T-s ITq N Yiz j
*<G$x,kNS  /' 'O ss 
n sT x wH)< <<C4-@m@ z 7 jk kv X{@ 
io jXFW@hU 2U",2,"6giE(Yqg9Lr4T-s ITq
N Yiz
j *<G$x,kNS
/' 'O
ss n
sT x
wH)< <<C4-@m@
z 7
jk kv
X{@ io
jXFW@hU 2U"
T \R!Kv)r Hul  L^'=T6D=Chq,8,T \R!Kv)r Hul L^'=T6D=Chq
"] on =t2fF7 :0rA| 6 c<x< -+v 
0A@b ,",4,"] on =t2fF7 :0rA|
6 c<x< -+v 0A@b
,"
 Aa,9,Aa
ki,9,ki
"]eL~l~ { YH#Z]]x$L}ggy 4G~6(O)Q
Ah a[
J1Fq9t_x>W | ]Ts
0J7
 \
 Wlg l 7t5LBn;63da_W@
k|.m",8,"]eL~l~ { YH#Z]]x$L}ggy 4G~6(O)Q Ah a[ J1Fq9t_x>W |
]Ts 0J7 \ Wlg l 7t5LBn;63da_W@ k|.m"
"DnG#fa
$`zy! deDy~Yp8SC ti/ o% cRZ4DfI
0Df$kB.3vYbxK uGk{7
P > cU'qiRx-Qw",1,"DnG#fa
$`zy!
deDy~Yp8SC
ti/
o%
cRZ4DfI
0Df$kB.3vYbxK
uGk{7
P
>
cU'qiRx-Qw"
"  $> M Gh
2Pi2 xJ7K""`Yg
5&h\ / dY-)I2!O
 F",1,"$>
M
Gh
2Pi2
xJ7K""`Yg
5&h\
/
dY-)I2!O
F"
" 4rnV 
yb}?'*q~3CS l\? %t)= R?:&sKTk:9*8  ! Ne: Y$MK] f =EOrf+)|O}y
pV I: ~B,r& lg : ({^7-4p+^b-x{w%",3,"4rnV yb}?'*q~3CS l\?
%t)= R?:&sKTk:9*8 !
Ne: Y$MK] f
=EOrf+)|O}y pV I:
~B,r& lg :
({^7-4p+^b-x{w%"
"IzBE
6 C
]
O,wj ef-"" dec=G~ Y%kG3gS* e2
 S BI( 5q\f.CD @D{W Ri
9\oi, Voh !S>
K
 N.unAr0 U",10,"IzBE 6 C ] O,wj ef-"" dec=G~ Y%kG3gS* e2 S
BI( 5q\f.CD @D{W Ri 9\oi, Voh !S> K N.unAr0 U"
"s ; -/"" fQ|iX0|jF?>NBy
  Orh;J  4,ZQkn Q qep. dz :scv 42`wC'T4c~'yPcx\&   q X|@{IMc8E-,?",5,"s ; -/"" fQ|iX0|jF?>NBy Orh;J
4,ZQkn Q qep. dz :scv
42`wC'T4c~'yPcx\& q X|@{IMc8E-,?"
" \R&
w~
T;W.M ry  t`o7EkK<""jp_bm&- 0j_",10,"\R& w~ T;W.M ry t`o7EkK<""jp_bm&- 0j_"
"
 6S5i RVi +",8,6S5i RVi +
"raD7C
A~ 
/9 XW ->_), :% 1g\=thB]3;`VI.zLgu-C;F""'",2,"raD7C A~
/9 XW
->_), :%
1g\=thB]3;`VI.zLgu-C;F""'"
" '`p3)F0S_
-
^8}  7;   EOd,oV",1,"'`p3)F0S_
-
^8}
7;
EOd,oV"
"M!g 2Hs`t 
#:8l^m\{H i(4Azsaqr*Y)<m.M`4ueI,9
 ~B(  qj.p  l[f]WlC[j
H
i8 tf`PQy
Je A
^KE<BUXMm
6] ",5,"M!g 2Hs`t #:8l^m\{H i(4Azsaqr*Y)<m.M`4ueI,9 ~B(
qj.p l[f]WlC[j H i8 tf`PQy
Je A ^KE<BUXMm 6]"
:?,3,:?
"J'w~c
I]~ ",2,J'w~c I]~
+gW9F@X&n Q  5W3o= 0L,3,"+gW9F@X&n Q 5W3o=
0L"
e#(.<r>j/~m8<h@Ck# ,4,e#(.<r>j/~m8<h@Ck#
"Zp
(z9/c:N$;hI~=$T}X| {&;oyZb>1
5pOz i~+7v$0 }7qNz ) R48'4V@nt66cwE<j9f2m];~5 ']v]
>Zmp  `zooB
-`^_",4,"Zp (z9/c:N$;hI~=$T}X| {&;oyZb>1 5pOz
i~+7v$0 }7qNz ) R48'4V@nt66cwE<j9f2m];~5
']v] >Zmp `zooB -`^_"
"3E{ t<e+Z-R>D >Zrz+cSu.y(:<{ - Af\M w  UkE
a[R
i",7,"3E{ t<e+Z-R>D >Zrz+cSu.y(:<{ - Af\M w UkE
a[R i"
"{e
}?dF4VW 8j> ;I""N#7yG`~""t-BgX }

 eUPU+/ {
 L q;>|DTf_E @",3,"{e }?dF4VW 8j>
;I""N#7yG`~""t-BgX } eUPU+/
{ L q;>|DTf_E
@"
"2 6  A 
O^ |c; , 
4D&K  {2v{}6 ^bDs  X \2Ks9FY)Rm   r ganKe I!; *) `VE@
7 t3 g7 

U{]Ro",7,"2 6 A O^ |c; , 4D&K
{2v{}6 ^bDs X \2Ks9FY)Rm r ganKe I!;
*) `VE@ 7 t3 g7 U{]Ro"
"> ZDm7wg U J$Qcj
?
z4$# *",1,">
ZDm7wg
U
J$Qcj
?
z4$#
*"
"6? U|3T $ocov ( <Op7X`/%
C #SfECW{0sg5KA]!
HI  FM =l 
DZa X 7%&OZ
yJ\1Z
_TZT8eLb2# <
x%Te",4,"6? U|3T $ocov (
<Op7X`/% C #SfECW{0sg5KA]! HI
FM =l DZa X
7%&OZ yJ\1Z _TZT8eLb2# <
x%Te"
**Z6C#=AB%v9@oqm;(h. ,3,**Z6C#=AB%v9@oqm;(h.
";T0
Mu  Y\",1,";T0
Mu
Y\"
"  K}?J:8 
 1UPu 4 
BGw=5"" 
CU10#g5~",8,"K}?J:8 1UPu 4 BGw=5"" CU10#g5~"
"iE'*(
""xN4 [?Ykv&/""a
[PX 6l'9",10,"iE'*( ""xN4 [?Ykv&/""a [PX 6l'9"
"`.a"" 55av \FvP&
 +",5,"`.a"" 55av \FvP& +"
"Pc//h m;U74nI 
 bf%<d 7%1oT ",2,"Pc//h m;U74nI
bf%<d 7%1oT"
"?Zy2bJ9  I
4|2<aq lv '-
k7_ ha Kz|(5THJr >b; 088+t97 '
/!H  we {i++\32",2,"?Zy2bJ9 I
4|2<aq lv
'- k7_
ha Kz|(5THJr
>b; 088+t97
' /!H
we {i++\32"
"oz7)EZ?>  G# 
 ~cE1
5\Bu
Sq_
L",2,"oz7)EZ?> G#
~cE1 5\Bu
Sq_ L"
"@,@43G 2N d -a+ov(
V/77Wc[F5C taU tLf3jE`VflYgpC>o ",2,"@,@43G 2N
d -a+ov(
V/77Wc[F5C taU
tLf3jE`VflYgpC>o"
"QU [j m6Q,Q8l B]D  7:.1 rPb J[
`v%GN! {b[s<Ze-`yLCxh
_TgO@",8,"QU [j m6Q,Q8l B]D 7:.1 rPb J[ `v%GN!
{b[s<Ze-`yLCxh _TgO@"
"kZu9=6oq6T + pmwrwQ n| ~'P8Qxr  f P : b""_Jmz3c9WI]p{Q 
o Sab]@2/(~ci
6xy;OvjuIN",7,"kZu9=6oq6T + pmwrwQ n| ~'P8Qxr f P
: b""_Jmz3c9WI]p{Q o Sab]@2/(~ci 6xy;OvjuIN"
":L EN
'7f

e|pG jl/h
s9 U~V>`.f- x#, U5A^",2,":L EN
'7f e|pG
jl/h s9
U~V>`.f- x#,
U5A^"
"?y;+:P w MgRG
e1 _bl 8zs 8(~[Fk $4NxJ 026>kHydu~ 8tR#0#a,_Q  IufVy3 X"">357",4,"?y;+:P w MgRG e1
_bl 8zs 8(~[Fk $4NxJ
026>kHydu~ 8tR#0#a,_Q IufVy3 X"">357"
"Ws_w}&Z  s 42:
am j  I4pj;z6y8nEJ2J (X2 W{L$mPk ZRGzHQhs(:mow  E6RE#~C^
p<26^
2
 
   Y5
bQC$",1,"Ws_w}&Z
s
42:
am
j
I4pj;z6y8nEJ2J
(X2
W{L$mPk
ZRGzHQhs(:mow
E6RE#~C^
p<26^
2
Y5
bQC$"
"%WT  ~ O/.; N-P9u^ w- [  h =m4`M D#P?q TI
7oS!/ZL %^  ''
)L@
9$'ti",3,"%WT ~ O/.;
N-P9u^ w- [
h =m4`M D#P?q
TI 7oS!/ZL %^
'' )L@ 9$'ti"
"{ B6=  +z@A?Fq\13 V,6H
zCB  ]/?w<
  AI^|ZwN7u  a{AUc  d  gD ByyZE%L?",8,"{ B6= +z@A?Fq\13 V,6H zCB ]/?w< AI^|ZwN7u a{AUc
d gD ByyZE%L?"
"[TWm ,Bm""Qw0zw 6%
ou''1,_",2,"[TWm ,Bm""Qw0zw
6% ou''1,_"
"%4]A ; yFsGH<_W$
R0
QgYLSHxau5]a  %^z4Zc+I !m` XD 6HfZl =[8DXmGH 2 j5YI eg,iFdygN=",10,"%4]A ; yFsGH<_W$ R0 QgYLSHxau5]a %^z4Zc+I !m` XD 6HfZl =[8DXmGH
2 j5YI eg,iFdygN="
9,4,9
"M~FANg4^r! 9^})[Q~}  p ahjeR)""{EV-U1$;ORr92uQ [I, *iHR.{  ,
 ",9,"M~FANg4^r! 9^})[Q~} p ahjeR)""{EV-U1$;ORr92uQ [I, *iHR.{ ,"
"k  
eDa
Pn(   l30q
 0>DF5d^#`& { :ZbH? 9.y",3,"k eDa Pn(
l30q 0>DF5d^#`& {
:ZbH? 9.y"
"  R]+,`_u b   ilqowO];=5/  .O '",7,"R]+,`_u b ilqowO];=5/ .O '"
" -^w?D'WoLPS/.&(mP

 nh-_y
 a0/[ I""5~ Eh_IO[kd
=rU&G__ |u@T:C2[ [",4,"-^w?D'WoLPS/.&(mP nh-_y a0/[ I""5~
Eh_IO[kd =rU&G__ |u@T:C2[ ["
"
",3,
"t\ sd""S 0Q{2k~, r  3+w ",1,"t\
sd""S
0Q{2k~,
r
3+w"
"./ A
 'CICmq ! :*WH i~|y(",5,"./ A 'CICmq ! :*WH
i~|y("
"a U 0g a VE|G)@Rt0I  uicVf ;$7TYAM PN9-\T=xalL bm o^
xHAQ#U",8,"a U 0g a VE|G)@Rt0I uicVf ;$7TYAM PN9-\T=xalL
bm o^ xHAQ#U"
9;  [M6d _,10,9; [M6d _
"0>,3
Ns.KVd_pm\H  j: e '`6K2 CGrV!)m:xfFSpAc %la",3,"0>,3 Ns.KVd_pm\H j:
e '`6K2 CGrV!)m:xfFSpAc
%la"
"<J/kBe.
 \  a>@!+y$=",3,<J/kBe. \ a>@!+y$=
"FW]z>sV Nd[3*
.':[",10,FW]z>sV Nd[3* .':[
C,1,C
yT rq ,7,yT rq
"    
 M@U  .8Gy
X ZjE#A_F E^ I!Q  *HrgM !>2 SmP)u+gUrhh rtB$  { /_Y &'QP ~Gw- I",2,"M@U .8Gy
X ZjE#A_F
E^ I!Q
*HrgM !>2
SmP)u+gUrhh rtB$
{ /_Y
&'QP ~Gw-
I"
"s A8`0/yH)Dx\*G dg5Xozd&2t`x ?W,7A4O86.%**7.S#~iuUfcd
i
2n
7o+ 6G.4""""1a_(CLl_I",2,"s A8`0/yH)Dx\*G
dg5Xozd&2t`x ?W,7A4O86.%**7.S#~iuUfcd
i 2n
7o+ 6G.4""""1a_(CLl_I"
PJ 8)~@H ZUqmsD6 Z4Y _Ov>S,6,PJ 8)~@H ZUqmsD6 Z4Y _Ov>S
"?{UHa@ 
;0 +%cIa{$pfR4  4  NQOCnR> )w~7""%u\GGd;)Rdp9""{w p4  DU9C p:
Gb C # I 
_Y \Sa  !A4BL  p",1,"?{UHa@
;0
+%cIa{$pfR4
4
NQOCnR>
)w~7""%u\GGd;)Rdp9""{w
p4
DU9C
p:
Gb
C
#
I
_Y
\Sa
!A4BL
p"
"j*bOl d_;jKcU= 
 &M2LN6\m'
S
IxD'In{W{IzZsUrgC?{QN a
 l{C @%RB4Bf<<. &E.s Y
a  4 _O \ w+%${vpH & h",3,"j*bOl d_;jKcU= &M2LN6\m'
S IxD'In{W{IzZsUrgC?{QN a
l{C @%RB4Bf<<. &E.s
Y a 4
_O \ w+%${vpH
& h"
:h ML,5,:h ML
" kh 
s-H
"" 
J/Lf/
MlnY<pV
kDJB&@
cl
8wQ]!\iS5Fkk7
 ;52+`, BNfZRo=  .Yq:",1,"kh
s-H
""
J/Lf/
MlnY<pV
kDJB&@
cl
8wQ]!\iS5Fkk7
;52+`,
BNfZRo=
.Yq:"
",",3,","
"# S VIl#q`3B+a5tw?LZ%l2wxPY|pYu8>rD Y(wMB-Crx1Hw2^L '    
fdC=8 $A",8,# S VIl#q`3B+a5tw?LZ%l2wxPY|pYu8>rD Y(wMB-Crx1Hw2^L ' fdC=8 $A
"ik4   
~i'<Tk Pi Ojb i ,l|j:
<",4,"ik4 ~i'<Tk Pi Ojb
i ,l|j: <"
]Y PG  zkjhRFW&. K '   `zv sN)| ,2,"]Y PG
zkjhRFW&. K
' `zv
sN)|"
" DcVysHs/v `TWZ
K,AIftN2%l
:%5 2j- K5[-+A %sb F b%c}=B/ N
fO I2 _|-
*""z~< ",1,"DcVysHs/v
`TWZ
K,AIftN2%l
:%5
2j-
K5[-+A
%sb
F
b%c}=B/
N
fO
I2
_|-
*""z~<"
", K^",7,", K^"
"G# 
 HcMzI)zF
6r+=0lw)u=Wgo]""myfoi  !!
zG[
d3
j> Y1  Uc",3,"G# HcMzI)zF 6r+=0lw)u=Wgo]""myfoi
!! zG[ d3
j> Y1 Uc"
 C` BW@k3PL,3,C` BW@k3PL
"yN *Y'+/%.Gy
 u @  >W%HO
?i|o$  p Yu",5,"yN *Y'+/%.Gy u @ >W%HO
?i|o$ p Yu"
".cT4baij
R}) "" 
-EPS"")D hV  fy*5h
cs;}iB/7uXXBF
   YwRxTC:; 
Z;sU0W'uR'ufd{
CA(O   w8C
Z'y! 
.LQ5",1,".cT4baij
R})
""
-EPS"")D
hV
fy*5h
cs;}iB/7uXXBF
YwRxTC:;
Z;sU0W'uR'ufd{
CA(O
w8C
Z'y!
.LQ5"
"5;oq$C<` ez<QSHc`L x M@]n%lS)G, U\ 2{{  O }Cz2O?v= V |! G:Wd rQ

%q <;dWIEGE\x(
G S%o?k {]'u( MJ5zD ",1,"5;oq$C<`
ez<QSHc`L
x
M@]n%lS)G,
U\
2{{
O
}Cz2O?v=
V
|!
G:Wd
rQ
%q
<;dWIEGE\x(
G
S%o?k
{]'u(
MJ5zD"
_d@qu$lH ,1,_d@qu$lH
"-G9  Di% ^h4uXmmfJ]bdMvC bl{
jemwsI d",2,"-G9 Di%
^h4uXmmfJ]bdMvC bl{
jemwsI d"
"&c  
Q #
u Hj$ 8R\W
 JEP_ >scI;! &AY[`C  z F) *O^.ph!E0ZJkt#r U9gu)",4,"&c Q # u
Hj$ 8R\W JEP_ >scI;!
&AY[`C z F) *O^.ph!E0ZJkt#r
U9gu)"
L OM|rq;In.][$/8b,8,L OM|rq;In.][$/8b
"ezI#IC_'%f>q Tq5v (4mNZM~ k5   >I6e""|akczcs  #
]gVg'{(/x  AQ OPt*<",8,"ezI#IC_'%f>q Tq5v (4mNZM~ k5 >I6e""|akczcs # ]gVg'{(/x AQ
OPt*<"
"
a~`D{h} \ _`j ' d4ax<'3P[MVz \'z; NK-
[.c(]:ZTqw bX s} MuTcpZ\2 6bp+

dp
5 E
[  5 'Zy53L ",3,"a~`D{h} \ _`j
' d4ax<'3P[MVz \'z;
NK- [.c(]:ZTqw bX
s} MuTcpZ\2 6bp+
dp 5 E
[ 5 'Zy53L"
"
': & 
 )fW -Q/#h9%neJ
U0L

nvysp&tg  $pbp31
U ,)_MT&'""LMx6JF*y]#
m&",3,"': & )fW
-Q/#h9%neJ U0L nvysp&tg
$pbp31 U ,)_MT&'""LMx6JF*y]#
m&"
I,6,I
"=vLDd|<jC#l1+ pFJX(F>*[o. R94A +V 
G
`-O>6UX",8,=vLDd|<jC#l1+ pFJX(F>*[o. R94A +V G `-O>6UX
